INDX,wave,group,id,keep,obs_filter,dir_const,travel,Block Group,duration,speed,driveduration,stopduration,Telephone,Texting,Smoking,Belt,Pass,Agman,Agpassenger,Agother,total,begin_time1,end_time1,begin_time2,end_time2,begin_time3,end_time3,begin_time4,end_time4,begin_time5,end_time5,begin_time6,end_time6,begin_time7,end_time7,begin_time8,end_time8,begin_time9,end_time9,begin_time10,end_time10,begin_time11,end_time11,begin_time12,end_time12,arrival_time,e1,e2,e3,e4,e5,e6,e7,e8,e9,r1,r2,interviewer,startpoint,endpoint,starttime,endtime,travelcode,distance,direction
268,3rd wave - Anonimous,3rd wave - Former treatment,268,1,Keep,Same direction or one trip only,Tbilisi-Akhalsopeli,Kvareli,128,70.52631378,114,14,7,0,0,3,7,0,0,0,17,10/12/2016 9:55,10/12/2016 10:35,10/12/2016 10:35,10/12/2016 11:05,10/12/2016 11:05,10/12/2016 11:35,10/12/2016 11:35,10/12/2016 12:03,,,,,,,,,,,,,,,,,10/12/2016 12:03,0,-2,0,-2,0,0,0,-2,1,2,3,1833,Tbilisi,Akhalsopeli,10/12/2016 9:55,10/12/2016 12:03,TBS-Akhalsopeli / Akhalsopeli--TBS,134,From Tbilisi
269,2nd wave - Non-anonimous,2nd wave - Treatment,206,1,Keep,Same direction or one trip only,Tbilisi-Kavtiskhevi,Mtskheta,52,39.18367386,49,3,2,0,0,1,3,4,0,0,10,9/28/2016 9:34,9/28/2016 10:04,9/28/2016 10:04,9/28/2016 10:26,,,,,,,,,,,,,,,,,,,,,9/28/2016 10:26,0,0,1,0,0,1,0,1,0,3,3,1853,Tbilisi,Kavtiskhevi,9/28/2016 9:34,9/28/2016 10:26,TBS-Kavtiskhevi / Kavtiskhevi--TBS,32,From Tbilisi
270,2nd wave - Non-anonimous,2nd wave - Treatment,270,1,Keep,Same direction or one trip only,Tbilisi-Tsikhisdziri,Ksani,33,52.25806427,31,2,1,0,0,0,0,0,0,0,1,9/28/2016 10:13,9/28/2016 10:43,9/28/2016 10:43,9/28/2016 10:46,,,,,,,,,,,,,,,,,,,,,9/28/2016 10:46,0,1,0,0,0,1,0,1,0,4,5,1832,Tbilisi,Tsikhisdziri,9/28/2016 10:13,9/28/2016 10:46,TBS-Tsikhisdziri / Tsikhisdziri--TBS,27,From Tbilisi
271,2nd wave - Non-anonimous,2nd wave - Treatment,73,1,Keep,Same direction or one trip only,Tbilisi-Chiatura,Sachkhere,144,75,136,8,0,0,0,0,0,0,0,0,0,9/27/2016 8:24,9/27/2016 8:54,9/27/2016 8:54,9/27/2016 9:24,9/27/2016 9:24,9/27/2016 9:54,9/27/2016 9:54,9/27/2016 10:24,9/27/2016 10:24,9/27/2016 10:48,,,,,,,,,,,,,,,9/27/2016 10:48,1,1,0,0,0,1,0,1,0,5,5,1837,Tbilisi,Chiatura,9/27/2016 8:24,9/27/2016 10:48,TBS-Chiatura / Chiatura--TBS,170,From Tbilisi
272,3rd wave - Anonimous,3rd wave - New or former control,220,1,Keep,Same direction or one trip only,Tbilisi-Saguramo,Saguramo,29,30,28,1,0,0,0,1,1,0,0,0,2,10/20/2016 9:16,10/20/2016 9:45,,,,,,,,,,,,,,,,,,,,,,,10/20/2016 9:48,1,-1,0,1,0,1,0,-1,0,4,4,1837,Tbilisi,Saguramo,10/20/2016 9:16,10/20/2016 9:45,TBS-Saguramo / Saguramo--TBS,14,From Tbilisi
273,3rd wave - Anonimous,3rd wave - New or former control,273,1,Keep,Same direction or one trip only,Choporti-Tbilisi,Saguramo,34,56.12903214,31,3,0,0,0,0,1,0,0,0,1,10/13/2016 15:00,10/13/2016 15:30,10/13/2016 15:30,10/13/2016 15:34,,,,,,,,,,,,,,,,,,,,,10/13/2016 15:34,1,1,0,0,0,1,0,1,0,5,5,1842,Choporti,Tbilisi,10/13/2016 15:00,10/13/2016 15:34,TBS-Choporti / Choporti--TBS,29,To Tbilisi
274,2nd wave - Non-anonimous,2nd wave - Treatment,257,1,Keep,Same direction or one trip only,Tianeti-Tbilisi,Zhinvali,86,43.2558136,86,0,0,0,0,3,0,0,0,0,3,9/27/2016 12:05,9/27/2016 12:35,9/27/2016 12:35,9/27/2016 13:05,9/27/2016 13:05,9/27/2016 13:31,,,,,,,,,,,,,,,,,,,9/27/2016 13:31,1,0,0,0,0,1,0,1,0,5,5,1805,Tianeti,Tbilisi,9/27/2016 12:05,9/27/2016 13:31,TBS-Tianeti / Tianeti--TBS,62,To Tbilisi
275,1st wave - Anonimous,1st wave - Control,275,1,Keep,Same direction or one trip only,Sachkhere-Tbilisi,Sachkhere,120,79.66386414,119,1,3,2,0,0,2,3,0,0,10,9/21/2016 15:00,9/21/2016 15:30,9/21/2016 15:30,9/21/2016 16:01,9/21/2016 16:02,9/21/2016 16:31,9/21/2016 16:31,9/21/2016 16:41,9/21/2016 17:00,9/21/2016 17:00,,,,,,,,,,,,,,,9/21/2016 17:19,1,1,0,0,1,1,0,1,0,3,3,1853,Sachkhere,Tbilisi,9/21/2016 15:00,9/21/2016 17:00,TBS-Sachkhere / Sachkhere--TBS,158,To Tbilisi
276,2nd wave - Non-anonimous,2nd wave - Treatment,276,1,Keep,Same direction or one trip only,Tbilisi-Kutaisi,Kutaisi,195,71,180,15,3,0,0,0,0,2,0,0,5,9/27/2016 9:26,9/27/2016 9:56,9/27/2016 9:56,9/27/2016 10:26,9/27/2016 10:26,9/27/2016 10:56,9/27/2016 10:56,9/27/2016 11:26,9/27/2016 11:26,9/27/2016 11:56,9/27/2016 11:56,9/27/2016 12:26,9/27/2016 12:26,9/27/2016 12:41,,,,,,,,,,,9/27/2016 12:41,1,1,0,0,0,1,0,1,0,5,5,1818,Tbilisi,Kutaisi,9/27/2016 9:26,9/27/2016 12:41,TBS-Kutaisi / Kutaisi--TBS,213,From Tbilisi
277,3rd wave - Anonimous,3rd wave - Former treatment,276,1,Keep,Same direction or one trip only,Tbilisi-Kutaisi,Kutaisi,194,69.8360672,183,11,4,0,0,7,23,14,0,0,48,10/13/2016 11:21,10/13/2016 11:53,10/13/2016 11:53,10/13/2016 12:21,10/13/2016 12:21,10/13/2016 12:51,10/13/2016 12:51,10/13/2016 13:21,10/13/2016 13:21,10/13/2016 13:51,10/13/2016 13:51,10/13/2016 14:21,10/13/2016 14:21,10/13/2016 14:35,,,,,,,,,,,10/13/2016 14:35,0,1,1,1,1,1,0,1,0,4,4,1824,Tbilisi,Kutaisi,10/13/2016 11:21,10/13/2016 14:35,TBS-Kutaisi / Kutaisi--TBS,213,From Tbilisi
278,2nd wave - Non-anonimous,2nd wave - Treatment,278,1,Keep,Same direction or one trip only,Tbilisi-Lanchkhuti,Samtredia,247,76.31336212,217,30,6,0,10,1,3,3,0,0,23,9/27/2016 8:19,9/27/2016 8:50,9/27/2016 8:50,9/27/2016 9:20,9/27/2016 9:20,9/27/2016 9:51,9/27/2016 9:51,9/27/2016 10:20,9/27/2016 10:20,9/27/2016 10:50,9/27/2016 10:50,9/27/2016 11:10,9/27/2016 11:10,9/27/2016 11:51,9/27/2016 11:51,9/27/2016 12:20,9/27/2016 12:21,9/27/2016 12:26,,,,,,,9/27/2016 12:27,1,1,0,1,0,0,1,1,0,3,1,1851,Tbilisi,Lanchkhuti,9/27/2016 8:19,9/27/2016 12:26,TBS-Lanchkhuti / Lanchkhuti--TBS,276,From Tbilisi
279,3rd wave - Anonimous,3rd wave - Former treatment,241,1,Keep,Same direction or one trip only,Tbilisi-Martvili,Martvili,246,70,228,18,6,0,5,0,43,0,0,0,54,10/13/2016 9:10,10/13/2016 9:40,10/13/2016 9:40,10/13/2016 10:10,10/13/2016 10:10,10/13/2016 10:40,10/13/2016 10:40,10/13/2016 11:10,10/13/2016 11:10,10/13/2016 11:40,10/13/2016 11:40,10/13/2016 12:10,10/13/2016 12:10,10/13/2016 12:40,10/13/2016 12:40,10/13/2016 13:10,10/13/2016 13:10,10/13/2016 13:16,,,,,,,10/13/2016 13:17,0,1,0,1,1,1,0,1,0,5,5,1836,Tbilisi,Martvili,10/13/2016 9:10,10/13/2016 13:16,TBS-Martvili / Martvili--TBS,266,From Tbilisi
280,2nd wave - Non-anonimous,2nd wave - Treatment,280,1,Keep,Same direction or one trip only,Tbilisi-Kutaisi,Kutaisi,210,64.54545593,198,12,0,0,0,0,0,0,0,0,0,9/29/2016 10:23,9/29/2016 10:53,9/29/2016 10:53,9/29/2016 11:24,9/29/2016 11:24,9/29/2016 11:54,9/29/2016 11:54,9/29/2016 12:23,9/29/2016 12:23,9/29/2016 12:53,9/29/2016 12:53,9/29/2016 13:23,9/29/2016 13:23,9/29/2016 13:53,,,,,,,,,,,9/29/2016 13:53,1,1,0,0,0,1,0,1,0,5,5,1832,Tbilisi,Kutaisi,9/29/2016 10:23,9/29/2016 13:53,TBS-Kutaisi / Kutaisi--TBS,213,From Tbilisi
281,1st wave - Anonimous,1st wave - Control,140,1,Keep,Same direction or one trip only,Chkoni-Tbilisi,Martvili,356,64.87805176,246,110,27,21,5,3,3,3,0,0,62,9/21/2016 15:47,9/21/2016 16:17,9/21/2016 16:17,9/21/2016 16:47,9/21/2016 16:47,9/21/2016 17:17,9/21/2016 17:17,9/21/2016 17:47,9/21/2016 17:47,9/21/2016 18:17,9/21/2016 18:17,9/21/2016 18:47,9/21/2016 18:47,9/21/2016 19:17,9/21/2016 19:17,9/21/2016 19:47,9/21/2016 19:47,9/21/2016 20:17,9/21/2016 20:17,9/21/2016 20:47,9/21/2016 20:47,9/21/2016 21:17,9/21/2016 21:17,9/21/2016 21:43,9/21/2016 21:43,1,-1,1,1,1,1,0,0,1,2,2,1834,Chkoni,Tbilisi,9/21/2016 15:47,9/21/2016 21:43,TBS-Chkoni / Chkoni--TBS,266,To Tbilisi
282,2nd wave - Non-anonimous,2nd wave - Treatment,33,1,Keep,Different directions,Tsilkani-Tbilisi,Saguramo,19,82.10526276,19,0,0,0,0,0,0,0,0,0,0,9/29/2016 9:32,9/29/2016 9:51,,,,,,,,,,,,,,,,,,,,,,,9/29/2016 9:51,1,1,0,0,0,1,0,1,0,3,3,1851,Tsilkani,Tbilisi,9/29/2016 9:32,9/29/2016 9:51,TBS-Tsilkani / Tsilkani--TBS,26,To Tbilisi
283,3rd wave - Anonimous,3rd wave - New or former control,283,1,Keep,Same direction or one trip only,Tbilisi-Dzegvi,Mtskheta,28,36.92307663,26,2,0,0,1,1,10,0,0,0,12,10/18/2016 9:15,10/18/2016 9:43,,,,,,,,,,,,,,,,,,,,,,,10/18/2016 9:43,1,0,1,1,1,1,0,1,0,4,4,1836,Tbilisi,Dzegvi,10/18/2016 9:15,10/18/2016 9:43,TBS-Dzegvi / Dzegvi--TBS,16,From Tbilisi
284,3rd wave - Anonimous,3rd wave - New or former control,49,1,Keep,Different directions,Tbilisi-Dzegvi,Mtskheta,27,35.55555725,27,0,0,0,0,1,0,0,0,0,1,10/19/2016 10:06,10/19/2016 10:33,,,,,,,,,,,,,,,,,,,,,,,10/19/2016 10:33,1,-1,0,0,0,1,0,1,0,5,5,1834,Tbilisi,Dzegvi,10/19/2016 10:06,10/19/2016 10:33,TBS-Dzegvi / Dzegvi--TBS,16,From Tbilisi
285,3rd wave - Anonimous,3rd wave - Former treatment,63,1,Keep,Different directions,Tbilisi-Kvareli,Kvareli,150,50.89655304,145,5,1,0,0,0,13,19,0,0,33,10/12/2016 9:01,10/12/2016 9:31,10/12/2016 9:31,10/12/2016 10:00,10/12/2016 10:00,10/12/2016 10:30,10/12/2016 10:30,10/12/2016 10:59,10/12/2016 10:59,10/12/2016 11:31,,,,,,,,,,,,,,,10/12/2016 11:31,0,1,0,0,1,1,0,1,0,2,2,1853,Tbilisi,Kvareli,10/12/2016 9:01,10/12/2016 11:31,TBS-Kvareli / Kvareli--TBS,123,From Tbilisi
286,3rd wave - Anonimous,3rd wave - Former treatment,234,1,Keep,Same direction or one trip only,Martvili-Tbilisi,Martvili,268,69.69432068,229,39,9,0,2,0,6,0,0,0,17,10/12/2016 16:41,10/12/2016 17:13,10/12/2016 17:13,10/12/2016 17:41,10/12/2016 17:41,10/12/2016 17:44,10/12/2016 18:11,10/12/2016 18:41,10/12/2016 18:41,10/12/2016 19:12,10/12/2016 19:12,10/12/2016 19:41,10/12/2016 19:41,10/12/2016 20:12,10/12/2016 20:12,10/12/2016 20:41,10/12/2016 20:41,10/12/2016 21:09,,,,,,,10/12/2016 21:09,1,-1,0,1,-1,1,0,1,0,4,4,1839,Martvili,Tbilisi,10/12/2016 16:41,10/12/2016 21:09,TBS-Martvili / Martvili--TBS,266,To Tbilisi
287,3rd wave - Anonimous,3rd wave - Former treatment,131,1,Keep,Same direction or one trip only,Kaspi-Tbilisi,Kaspi,39,76.21621704,37,2,2,1,0,2,9,2,1,0,17,10/11/2016 15:36,10/11/2016 16:06,10/11/2016 16:06,10/11/2016 16:15,,,,,,,,,,,,,,,,,,,,,10/11/2016 16:15,0,0,1,0,1,1,0,1,0,2,2,1836,Kaspi,Tbilisi,10/11/2016 15:36,10/11/2016 16:15,TBS-Kaspi / Kaspi--TBS,47,To Tbilisi
288,2nd wave - Non-anonimous,2nd wave - Treatment,288,1,Keep,Same direction or one trip only,Kutaisi-Tbilisi,Kutaisi,179,75.62129974,169,10,0,0,0,0,5,2,0,0,7,9/29/2016 14:32,9/29/2016 15:02,9/29/2016 15:02,9/29/2016 15:32,9/29/2016 15:32,9/29/2016 15:33,9/29/2016 16:02,9/29/2016 16:35,9/29/2016 16:35,9/29/2016 17:02,9/29/2016 17:02,9/29/2016 17:31,,,,,,,,,,,,,9/29/2016 17:31,1,1,0,0,0,1,0,1,0,3,4,1832,Kutaisi,Tbilisi,9/29/2016 14:32,9/29/2016 17:31,TBS-Kutaisi / Kutaisi--TBS,213,To Tbilisi
289,2nd wave - Non-anonimous,2nd wave - Treatment,289,1,Keep,Same direction or one trip only,Zestaponi-Tbilisi,Zestaponi,139,77.69784546,139,0,4,0,0,0,4,0,0,0,8,9/27/2016 12:30,9/27/2016 13:00,9/27/2016 13:00,9/27/2016 13:30,9/27/2016 13:30,9/27/2016 14:00,9/27/2016 14:00,9/27/2016 14:30,9/27/2016 14:30,9/27/2016 14:49,,,,,,,,,,,,,,,9/27/2016 14:49,0,1,0,0,0,1,0,1,0,4,4,1838,Zestaponi,Tbilisi,9/27/2016 12:30,9/27/2016 14:49,TBS-Zestaponi / Zestaponi--TBS,180,To Tbilisi
290,3rd wave - Anonimous,3rd wave - New or former control,290,1,Keep,Same direction or one trip only,Borjomi-Tbilisi,Borjomi,103,91.9148941,94,9,3,0,0,0,0,0,0,0,3,10/18/2016 16:09,10/18/2016 16:39,10/18/2016 16:39,10/18/2016 17:09,10/18/2016 17:09,10/18/2016 17:39,10/18/2016 17:39,10/18/2016 17:52,,,,,,,,,,,,,,,,,10/18/2016 17:52,1,-1,0,0,0,1,0,1,0,5,5,1839,Borjomi,Tbilisi,10/18/2016 16:09,10/18/2016 17:52,TBS-Borjomi / Borjomi--TBS,144,To Tbilisi
291,3rd wave - Anonimous,3rd wave - Former treatment,169,1,Keep,Same direction or one trip only,Tbilisi-Kharagauli,Zestaponi,166,65.625,160,6,4,0,4,0,2,0,0,0,10,10/13/2016 9:35,10/13/2016 10:05,10/13/2016 10:05,10/13/2016 10:35,10/13/2016 10:35,10/13/2016 11:05,10/13/2016 11:05,10/13/2016 11:35,10/13/2016 11:35,10/13/2016 12:05,10/13/2016 12:05,10/13/2016 12:21,,,,,,,,,,,,,10/13/2016 12:22,1,1,0,1,0,1,0,1,0,5,5,1818,Tbilisi,Kharagauli,10/13/2016 9:35,10/13/2016 12:21,TBS-Kharagauli / Kharagauli--TBS,175,From Tbilisi
292,3rd wave - Anonimous,3rd wave - New or former control,292,1,Keep,Same direction or one trip only,Telavi-Tbilisi,Telavi,132,35.07692337,130,2,4,0,0,0,1,0,0,0,5,10/12/2016 13:20,10/12/2016 13:50,10/12/2016 13:50,10/12/2016 14:20,10/12/2016 14:20,10/12/2016 14:50,10/12/2016 14:50,10/12/2016 15:20,10/12/2016 15:20,10/12/2016 15:32,,,,,,,,,,,,,,,10/12/2016 15:32,1,-1,0,0,0,1,0,1,0,5,5,1828,Telavi,Tbilisi,10/12/2016 13:20,10/12/2016 15:32,TBS-Telavi / Telavi--TBS,76,To Tbilisi
293,2nd wave - Non-anonimous,2nd wave - Treatment,125,1,Keep,Same direction or one trip only,Tbilisi-Chiatura,Sachkhere,165,64.15093994,159,6,0,0,0,0,0,0,0,0,0,9/28/2016 10:19,9/28/2016 10:49,9/28/2016 10:49,9/28/2016 11:19,9/28/2016 11:19,9/28/2016 11:49,9/28/2016 11:49,9/28/2016 12:19,9/28/2016 12:19,9/28/2016 12:49,9/28/2016 12:49,9/28/2016 13:04,,,,,,,,,,,,,9/28/2016 13:04,1,1,0,0,0,1,-2,-1,0,5,5,1837,Tbilisi,Chiatura,9/28/2016 10:19,9/28/2016 13:04,TBS-Chiatura / Chiatura--TBS,170,From Tbilisi
294,3rd wave - Anonimous,3rd wave - New or former control,53,1,Keep,Same direction or one trip only,Shrosha-Tbilisi,Zestaponi,156,69.36170197,141,15,0,0,1,8,1,1,0,0,11,10/19/2016 13:54,10/19/2016 14:26,10/19/2016 14:26,10/19/2016 14:56,10/19/2016 14:56,10/19/2016 15:09,10/19/2016 15:09,10/19/2016 15:26,10/19/2016 15:26,10/19/2016 15:26,10/19/2016 15:27,10/19/2016 15:55,10/19/2016 15:55,10/19/2016 16:25,10/19/2016 16:25,10/19/2016 16:30,,,,,,,,,10/19/2016 16:30,1,1,0,0,1,1,0,0,0,4,4,1805,Shrosha,Tbilisi,10/19/2016 13:54,10/19/2016 16:30,TBS-Shrosha / Shrosha--TBS,163,To Tbilisi
295,2nd wave - Non-anonimous,2nd wave - Treatment,155,1,Keep,Same direction or one trip only,Akhaltsikhe-Tbilisi,Akhaltsikhe,162,76.97368622,152,10,1,0,0,0,4,0,0,0,5,9/27/2016 13:13,9/27/2016 13:43,9/27/2016 13:43,9/27/2016 14:13,9/27/2016 14:13,9/27/2016 14:43,9/27/2016 14:43,9/27/2016 15:13,9/27/2016 15:13,9/27/2016 15:43,9/27/2016 15:43,9/27/2016 15:55,,,,,,,,,,,,,9/27/2016 15:55,1,1,0,0,1,1,0,1,0,5,5,1839,Akhaltsikhe,Tbilisi,9/27/2016 13:13,9/27/2016 15:55,TBS-Akhaltsikhe / Akhaltsikhe--TBS,195,To Tbilisi
296,3rd wave - Anonimous,3rd wave - New or former control,296,1,Keep,Same direction or one trip only,Tbilisi-Shilda,Kvareli,163,37.91411209,163,0,24,0,0,6,7,0,0,0,37,10/13/2016 8:15,10/13/2016 8:45,10/13/2016 8:45,10/13/2016 9:15,10/13/2016 9:15,10/13/2016 9:45,10/13/2016 9:45,10/13/2016 10:15,10/13/2016 10:15,10/13/2016 10:45,10/13/2016 10:45,10/13/2016 10:58,,,,,,,,,,,,,10/13/2016 10:58,0,-1,0,0,0,1,0,1,0,3,3,1838,Tbilisi,Shilda,10/13/2016 8:15,10/13/2016 10:58,TBS-Shilda / Shilda--TBS,103,From Tbilisi
297,1st wave - Anonimous,1st wave - Control,27,1,Keep,Different directions,Telavi-Tbilisi,Telavi,132,34.54545593,132,0,3,0,3,0,1,0,0,0,7,9/20/2016 14:48,9/20/2016 15:18,9/20/2016 15:18,9/20/2016 15:48,9/20/2016 15:48,9/20/2016 16:18,9/20/2016 16:18,9/20/2016 16:48,9/20/2016 16:48,9/20/2016 17:00,,,,,,,,,,,,,,,9/20/2016 17:00,-1,-1,0,0,0,1,0,1,0,4,4,1828,Telavi,Tbilisi,9/20/2016 14:48,9/20/2016 17:00,TBS-Telavi / Telavi--TBS,76,To Tbilisi
298,3rd wave - Anonimous,3rd wave - Former treatment,55,1,Keep,Different directions,Tianeti-Tbilisi,Zhinvali,89,43.2558136,86,3,0,0,0,0,30,1,0,0,31,10/18/2016 15:10,10/18/2016 15:40,10/18/2016 15:40,10/18/2016 16:10,10/18/2016 16:10,10/18/2016 16:39,,,,,,,,,,,,,,,,,,,10/18/2016 16:55,1,0,0,0,0,1,0,1,0,4,4,1836,Tianeti,Tbilisi,10/18/2016 15:10,10/18/2016 16:39,TBS-Tianeti / Tianeti--TBS,62,To Tbilisi
299,3rd wave - Anonimous,3rd wave - New or former control,170,1,Keep,Different directions,Akhaltsikhe-Tbilisi,Akhaltsikhe,180,70.90908813,165,15,5,0,0,0,5,1,0,0,11,10/18/2016 18:00,10/18/2016 18:30,10/18/2016 18:30,10/18/2016 19:00,10/18/2016 19:00,10/18/2016 19:30,10/18/2016 19:30,10/18/2016 20:00,10/18/2016 20:00,10/18/2016 20:30,10/18/2016 20:30,10/18/2016 21:00,,,,,,,,,,,,,10/18/2016 21:01,0,0,0,0,0,0,0,0,1,3,3,1819,Akhaltsikhe,Tbilisi,10/18/2016 18:00,10/18/2016 21:00,TBS-Akhaltsikhe / Akhaltsikhe--TBS,195,To Tbilisi
300,1st wave - Anonimous,1st wave - Control,300,1,Keep,Same direction or one trip only,Tbilisi-Chokhatauri,Samtredia,270,70.38961029,231,39,8,0,0,0,8,0,0,0,16,9/21/2016 10:23,9/21/2016 10:53,9/21/2016 10:53,9/21/2016 11:23,9/21/2016 11:23,9/21/2016 11:53,9/21/2016 11:53,9/21/2016 12:23,9/21/2016 12:23,9/21/2016 12:53,9/21/2016 12:53,9/21/2016 13:23,9/21/2016 13:23,9/21/2016 13:53,9/21/2016 13:53,9/21/2016 14:23,9/21/2016 14:23,9/21/2016 14:53,9/21/2016 14:53,9/21/2016 14:53,,,,,9/21/2016 14:53,1,1,0,0,0,1,0,1,0,5,4,1837,Tbilisi,Chokhatauri,9/21/2016 10:23,9/21/2016 14:53,TBS-Chokhatauri / Chokhatauri--TBS,271,From Tbilisi
301,1st wave - Anonimous,1st wave - Control,301,1,Keep,Same direction or one trip only,Akhaltsikhe-Tbilisi,Akhaltsikhe,173,72.22222137,162,11,6,1,0,0,1,0,0,0,8,9/21/2016 12:35,9/21/2016 13:05,9/21/2016 13:05,9/21/2016 13:35,9/21/2016 13:35,9/21/2016 14:05,9/21/2016 14:05,9/21/2016 14:35,9/21/2016 14:35,9/21/2016 15:05,9/21/2016 15:05,9/21/2016 15:28,,,,,,,,,,,,,9/21/2016 15:28,1,0,0,0,0,1,0,1,0,5,5,1819,Akhaltsikhe,Tbilisi,9/21/2016 12:35,9/21/2016 15:28,TBS-Akhaltsikhe / Akhaltsikhe--TBS,195,To Tbilisi
302,3rd wave - Anonimous,3rd wave - Former treatment,44,1,Keep,Different directions,Zestaponi-Tbilisi,Zestaponi,160,67.5,160,0,5,0,0,0,0,1,0,0,6,10/12/2016 14:00,10/12/2016 14:30,10/12/2016 14:30,10/12/2016 15:00,10/12/2016 15:00,10/12/2016 15:30,10/12/2016 15:30,10/12/2016 15:30,10/12/2016 16:00,10/12/2016 16:31,10/12/2016 16:32,10/12/2016 16:40,,,,,,,,,,,,,10/12/2016 16:40,1,-1,0,0,0,1,0,1,0,3,4,1834,Zestaponi,Tbilisi,10/12/2016 14:00,10/12/2016 16:40,TBS-Zestaponi / Zestaponi--TBS,180,To Tbilisi
303,3rd wave - Anonimous,3rd wave - Former treatment,146,1,Keep,Same direction or one trip only,Gori-Tbilisi,Gori,47,89.36170197,47,0,0,0,0,0,0,3,0,0,3,10/11/2016 13:58,10/11/2016 14:31,10/11/2016 14:31,10/11/2016 14:45,,,,,,,,,,,,,,,,,,,,,10/11/2016 14:45,1,1,0,0,1,1,0,1,0,3,3,1851,Gori,Tbilisi,10/11/2016 13:58,10/11/2016 14:45,TBS-Gori / Gori--TBS,70,To Tbilisi
304,3rd wave - Anonimous,3rd wave - New or former control,304,1,Keep,Same direction or one trip only,Sachkhere-Tbilisi,Sachkhere,135,72.92308044,130,5,0,0,0,0,2,1,0,0,3,10/19/2016 14:35,10/19/2016 15:05,10/19/2016 15:05,10/19/2016 15:35,10/19/2016 15:35,10/19/2016 16:05,10/19/2016 16:05,10/19/2016 16:35,10/19/2016 16:35,10/19/2016 16:50,,,,,,,,,,,,,,,10/19/2016 16:50,1,-1,0,1,1,1,0,1,0,5,3,1818,Sachkhere,Tbilisi,10/19/2016 14:35,10/19/2016 16:50,TBS-Sachkhere / Sachkhere--TBS,158,To Tbilisi
305,3rd wave - Anonimous,3rd wave - New or former control,305,1,Keep,Same direction or one trip only,Kavtiskhevi-Tbilisi,Mtskheta,35,56.47058868,34,1,0,0,2,1,1,0,0,0,4,10/11/2016 11:09,10/11/2016 11:39,10/11/2016 11:39,10/11/2016 11:44,,,,,,,,,,,,,,,,,,,,,10/11/2016 11:44,1,-1,0,0,0,1,0,-2,0,3,4,1833,Kavtiskhevi,Tbilisi,10/11/2016 11:09,10/11/2016 11:44,TBS-Kavtiskhevi / Kavtiskhevi--TBS,32,To Tbilisi
306,3rd wave - Anonimous,3rd wave - Former treatment,25,1,Keep,Same direction or one trip only,Tbilisi-Chargali,Zhinvali,109,40.93457794,107,2,1,0,2,1,0,0,0,0,4,10/20/2016 11:15,10/20/2016 11:45,10/20/2016 11:45,10/20/2016 12:15,10/20/2016 12:15,10/20/2016 12:45,10/20/2016 12:45,10/20/2016 13:04,,,,,,,,,,,,,,,,,10/20/2016 13:04,1,0,0,1,1,1,0,0,0,4,4,1805,Tbilisi,Chargali,10/20/2016 11:15,10/20/2016 13:04,TBS-Chargali / Chargali--TBS,73,From Tbilisi
307,3rd wave - Anonimous,3rd wave - New or former control,307,1,Keep,Same direction or one trip only,Saguramo-Tbilisi,Saguramo,18,46.66666794,18,0,0,0,0,0,1,0,0,0,1,10/20/2016 10:58,10/20/2016 11:16,,,,,,,,,,,,,,,,,,,,,,,10/20/2016 11:16,1,1,0,0,0,1,0,1,0,5,5,1837,Saguramo,Tbilisi,10/20/2016 10:58,10/20/2016 11:16,TBS-Saguramo / Saguramo--TBS,14,To Tbilisi
308,3rd wave - Anonimous,3rd wave - Former treatment,151,1,Keep,Same direction or one trip only,Tbilisi-Akhaltsikhe,Akhaltsikhe,174,67.24137878,174,0,3,0,0,0,0,2,0,0,5,10/12/2016 10:12,10/12/2016 10:33,10/12/2016 10:33,10/12/2016 11:04,10/12/2016 11:04,10/12/2016 11:34,10/12/2016 11:34,10/12/2016 12:04,10/12/2016 12:04,10/12/2016 12:39,10/12/2016 12:39,10/12/2016 13:06,,,,,,,,,,,,,10/12/2016 13:06,1,1,0,0,0,1,0,1,0,3,3,1851,Tbilisi,Akhaltsikhe,10/12/2016 10:12,10/12/2016 13:06,TBS-Akhaltsikhe / Akhaltsikhe--TBS,195,From Tbilisi
309,3rd wave - Anonimous,3rd wave - New or former control,309,1,Keep,Same direction or one trip only,Tbilisi-Kareli,Gori,64,84.375,64,0,0,0,0,2,0,0,0,0,2,10/12/2016 10:11,10/12/2016 10:41,10/12/2016 10:41,10/12/2016 11:15,,,,,,,,,,,,,,,,,,,,,10/12/2016 11:15,1,0,0,0,0,1,0,1,0,4,4,1805,Tbilisi,Kareli,10/12/2016 10:11,10/12/2016 11:15,TBS-Kareli / Kareli--TBS,90,From Tbilisi
310,1st wave - Anonimous,1st wave - Control,310,1,Keep,Same direction or one trip only,Zestaponi-Tbilisi,Zestaponi,150,72,150,0,6,0,7,1,2,3,0,0,19,9/21/2016 14:06,9/21/2016 14:36,9/21/2016 14:36,9/21/2016 15:06,9/21/2016 15:06,9/21/2016 15:36,9/21/2016 15:36,9/21/2016 16:06,9/21/2016 16:06,9/21/2016 16:36,,,,,,,,,,,,,,,9/21/2016 16:36,1,1,0,0,0,1,0,1,0,4,4,1832,Zestaponi,Tbilisi,9/21/2016 14:06,9/21/2016 16:36,TBS-Zestaponi / Zestaponi--TBS,180,To Tbilisi
